model,classifiers,parameters,auc,accuracy_1,precision_1,recall_1,f1_1,accuracy_2,precision_2,recall_2,f1_2,accuracy_5,precision_5,recall_5,f1_5,accuracy_10,precision_10,recall_10,f1_10,accuracy_20,precision_20,recall_20,f1_20,accuracy_30,precision_30,recall_30,f1_30,accuracy_50,precision_50,recall_50,f1_50,sample
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l1'}",0.49631124310275976,0.7463517830929971,0.26406926406926406,0.01057925771765522,0.02034350508587627,0.7414299283308868,0.2591792656587473,0.02081165452653486,0.03852945898218012,0.7264484932216562,0.2538860103626943,0.05098855359001041,0.08492201039861351,0.7001986011570676,0.24568221070811744,0.0986819285466528,0.14080673100717644,0.653570503410759,0.2562607944732297,0.20586194935830732,0.22831313714175802,0.6002072359899836,0.2485607369027058,0.2995143947277142,0.27166902627025324,0.5007771349624385,0.24971936793023056,0.5015608740894901,0.3334294114256067,1
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l2'}",0.4982977575589797,0.7460927381055177,0.2510822510822511,0.010058966354491848,0.019343004835751212,0.7401347033934893,0.2267818574514039,0.018210197710718003,0.03371327660940761,0.7261030999050169,0.2504317789291883,0.05029483177245924,0.08376660889659156,0.7023573093860633,0.25647668393782386,0.10301768990634755,0.14699331848552338,0.6485623003194888,0.24373920552677028,0.19580298300381546,0.21715714560492402,0.6002935843191434,0.24870466321243523,0.29968782518210196,0.2718263331760264,0.5031085398497539,0.25205077281754595,0.5062434963579605,0.33654234161526486,1
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l1'}",0.5036391683090519,0.7463517830929971,0.26406926406926406,0.01057925771765522,0.02034350508587627,0.7409118383559278,0.24622030237580994,0.019771071800208116,0.03660298603307112,0.7246351783092997,0.23575129533678757,0.04734651404786681,0.07885615251299827,0.7013211294361454,0.25129533678756477,0.10093652445369407,0.14402375649591687,0.6486486486486487,0.24395509499136442,0.19597641345820327,0.2173494902865936,0.5954580778861929,0.2406447898675878,0.2899757197363857,0.2630171464527292,0.4996546066833607,0.24859683965115276,0.4993062781824488,0.33193059318614176,1
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l2'}",0.5048887429079545,0.7460927381055177,0.2510822510822511,0.010058966354491848,0.019343004835751212,0.7398756584060099,0.2203023758099352,0.01768990634755463,0.0327500401348531,0.7207495034971073,0.19689119170984457,0.03954214360041623,0.0658578856152513,0.7045160176150591,0.26727115716753025,0.10735345126604232,0.15317990596387032,0.654088593385718,0.25755613126079446,0.20690253208463405,0.22946720523177533,0.5970123478110698,0.24323546344271732,0.29309746791536595,0.2658486707566462,0.5004317416457992,0.24937397461359123,0.5008671522719389,0.33296823658269437,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 2}",0.49791017100027457,0.7468698730679562,0.29004329004329005,0.011619840443981963,0.022344505586126398,0.7409118383559278,0.24622030237580994,0.019771071800208116,0.03660298603307112,0.728089111475693,0.270293609671848,0.05428373222337843,0.09041016753321779,0.6996805111821086,0.24309153713298792,0.09764134582032605,0.13932195001237319,0.6545203350315172,0.2586355785837651,0.207769684356573,0.23042892864012313,0.597962179431828,0.24481865284974094,0.29500520291363164,0.26757904672015104,0.49620067351696745,0.24514290648475953,0.4923690600069372,0.32731884475701856,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 5}",0.49698651126596094,0.745401951472239,0.21645021645021645,0.008671522719389525,0.01667500416875104,0.7432432432432432,0.3045356371490281,0.02445369406867846,0.045272114304061646,0.7242897849926604,0.23229706390328153,0.04665279223031564,0.0777007510109763,0.7025300060443831,0.25734024179620035,0.10336455081512314,0.14748824548379114,0.6515844918400829,0.25129533678756477,0.20187304890738814,0.22388920946335836,0.6019342025731802,0.2514392630972942,0.30298300381547,0.27481516438571657,0.5044037647871513,0.25334599775494343,0.5088449531737773,0.3382717472761861,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 10}",0.49987294793569104,0.7461790864346775,0.2554112554112554,0.01023239680887964,0.01967650491912623,0.7412572316725672,0.2548596112311015,0.02046479361775928,0.03788730133247713,0.7248942232967792,0.23834196891191708,0.047866805411030174,0.07972270363951471,0.7032207926776617,0.2607944732297064,0.10475199445022546,0.14946795347686218,0.6507210085484846,0.24913644214162348,0.20013874436351023,0.22196576264666282,0.5925222346947586,0.23575129533678757,0.28407908428720086,0.2576687116564417,0.5001726966583196,0.24911492962611173,0.5003468609087756,0.33262235545051017,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.4954400681136246,0.745920041447198,0.24242424242424243,0.009712105445716268,0.018676004669001166,0.7412572316725672,0.2548596112311015,0.02046479361775928,0.03788730133247713,0.7266211898799758,0.2556131260794473,0.05133541449878599,0.0854997111496245,0.699507814523789,0.2422279792746114,0.09729448491155047,0.13882702301410543,0.6492530869527675,0.24546632124352333,0.19719042663891778,0.21869590305828043,0.5971850444693895,0.24352331606217617,0.2934443288241415,0.26616328456819255,0.4972368534668854,0.24617908643467748,0.4944502254595907,0.32870236928575547,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.4995303589830954,0.7470425697262758,0.2987012987012987,0.011966701352757543,0.023011505752876436,0.7409981866850877,0.24838012958963282,0.019944502254595906,0.03692406485792262,0.726016751575857,0.24956822107081175,0.050121401318071454,0.08347775852108608,0.6974354546239531,0.23186528497409326,0.0931321540062435,0.13288789903489237,0.6537432000690787,0.25669257340241797,0.2062088102670829,0.22869782650509715,0.6018478542440204,0.25129533678756477,0.3028095733610822,0.27465785747994337,0.4982730334168034,0.24721526638459546,0.4965313909122442,0.33008589381449244,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10}",0.509664605480211,0.745920041447198,0.24242424242424243,0.009712105445716268,0.018676004669001166,0.7414299283308868,0.2591792656587473,0.02081165452653486,0.03852945898218012,0.72446248165098,0.23402417962003455,0.04699965313909123,0.07827845176198729,0.7022709610569036,0.2560449050086356,0.10284425945195977,0.1467458549863895,0.6498575252568862,0.2469775474956822,0.19840443981963232,0.2200423158299673,0.6037475174855367,0.25446171560161196,0.3066250433576136,0.278118609406953,0.4974958984543649,0.24643813142215698,0.49497051682275406,0.3290482504179397,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.506303468242208,0.7462654347638373,0.2597402597402597,0.01040582726326743,0.02001000500250125,0.7400483550643295,0.22462203023758098,0.018036767256330213,0.033392197784556106,0.7250669199550989,0.24006908462867013,0.04821366631980576,0.08030040439052571,0.704602365944219,0.26770293609671847,0.10752688172043011,0.1534273694630042,0.6530524134358,0.2549654576856649,0.20482136663198058,0.22715906905174071,0.6009843709524221,0.24985607369027057,0.3010752688172043,0.27308478842221173,0.4976685951126846,0.24661082808047663,0.4953173777315297,0.3292788378393959,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.4912109361759179,0.7461790864346775,0.2554112554112554,0.01023239680887964,0.01967650491912623,0.7417753216475261,0.2678185745140389,0.021505376344086023,0.03981377428158613,0.7267075382091357,0.25647668393782386,0.051508844953173774,0.08578856152512998,0.6983852862447112,0.23661485319516407,0.09503988900450919,0.13560999752536498,0.6534841550815992,0.2560449050086356,0.20568851890391954,0.22812079246008848,0.6028840341939383,0.25302245250431776,0.3048907388137357,0.27654554034922124,0.5022450565581555,0.25118728952594765,0.5045091918140826,0.3353894045079841,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10}",0.4959512722234438,0.7452292548139193,0.2077922077922078,0.008324661810613945,0.016008004002001003,0.7404800967101287,0.23542116630669546,0.018903919528269163,0.034997591908813616,0.724980571625939,0.2392055267702936,0.04804023586541797,0.08001155401502023,0.6992487695363094,0.24093264248704663,0.0967741935483871,0.13808463251670378,0.6509800535359641,0.24978411053540586,0.2006590357266736,0.22254279669167146,0.6036611691563768,0.25431778929188253,0.3064516129032258,0.2779613025011798,0.4988774717209222,0.24781970468871428,0.4977454040929587,0.33089294978958894,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2}",0.5025185001124965,0.7461790864346775,0.2554112554112554,0.01023239680887964,0.01967650491912623,0.741343580001727,0.2570194384449244,0.02063822407214707,0.03820838015732863,0.7256713582592177,0.24611398963730569,0.049427679500520294,0.08232235701906414,0.6999395561695881,0.24438687392055267,0.09816163718348941,0.14006434050977482,0.6522752784733615,0.25302245250431776,0.20326049254249046,0.22542796691671474,0.5955444262153528,0.2407887161773172,0.2901491501907735,0.2631744533585024,0.500518089974959,0.24946032294275106,0.5010405827263268,0.33308353029342247,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5}",0.5002198387531447,0.7460927381055177,0.2510822510822511,0.010058966354491848,0.019343004835751212,0.740825490026768,0.24406047516198703,0.019597641345820326,0.036281907208219624,0.7251532682842587,0.24093264248704663,0.04838709677419355,0.0805892547660312,0.7024436577152232,0.2569084628670121,0.10319112036073534,0.14724078198465726,0.6538295483982385,0.2569084628670121,0.20638224072147068,0.22889017118676666,0.5945945945945946,0.2392055267702936,0.2882414151925078,0.2614440773949976,0.501554269924877,0.250496502892669,0.5031217481789803,0.33446705482215944,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 10}",0.497350415136439,0.7466971764096365,0.2813852813852814,0.011272979535206382,0.021677505419376353,0.741343580001727,0.2570194384449244,0.02063822407214707,0.03820838015732863,0.72446248165098,0.23402417962003455,0.04699965313909123,0.07827845176198729,0.6990760728779898,0.24006908462867013,0.09642733263961152,0.13758970551843602,0.6521025818150419,0.25259067357512954,0.20291363163371487,0.2250432775533756,0.6011570676107417,0.2501439263097294,0.30142212972597987,0.273399402233758,0.5025041015456351,0.2514463345134272,0.5050294831772459,0.3357352856401683,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 2}",0.49338265015133387,0.7463517830929971,0.26406926406926406,0.01057925771765522,0.02034350508587627,0.7399620067351697,0.2224622030237581,0.017863336801942423,0.033071118959704604,0.7242897849926604,0.23229706390328153,0.04665279223031564,0.0777007510109763,0.7045160176150591,0.26727115716753025,0.10735345126604232,0.15317990596387032,0.6544339867023573,0.25841968911917096,0.20759625390218522,0.23023658395845353,0.6028840341939383,0.25302245250431776,0.3048907388137357,0.27654554034922124,0.500518089974959,0.24946032294275106,0.5010405827263268,0.33308353029342247,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 5}",0.49363585203483096,0.7467835247387963,0.2857142857142857,0.011446409989594173,0.022011005502751375,0.7414299283308868,0.2591792656587473,0.02081165452653486,0.03852945898218012,0.7242034366635005,0.231433506044905,0.046479361775927854,0.07741190063547082,0.7007166911320266,0.24827288428324698,0.09972251127297954,0.14229151200197973,0.6485623003194888,0.24373920552677028,0.19580298300381546,0.21715714560492402,0.5965806061652708,0.24251583189407025,0.292230315643427,0.2650621362277804,0.501554269924877,0.250496502892669,0.5031217481789803,0.33446705482215944,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 10}",0.5025338083708727,0.745920041447198,0.24242424242424243,0.009712105445716268,0.018676004669001166,0.7390985234435714,0.20086393088552915,0.016129032258064516,0.029860330711189594,0.7257577065883775,0.2469775474956822,0.04960110995490808,0.0826112073945696,0.6964856230031949,0.22711571675302245,0.0912244190079778,0.1301658005444197,0.6514981435109231,0.25107944732297066,0.20169961845300036,0.22369686478168876,0.6028840341939383,0.25302245250431776,0.3048907388137357,0.27654554034922124,0.501036179949918,0.24997841291771003,0.5020811654526535,0.3337752925577909,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'min_samples_split': 2}",0.510741891139271,0.746438131422157,0.2683982683982684,0.010752688172043012,0.020677005169251295,0.741343580001727,0.2570194384449244,0.02063822407214707,0.03820838015732863,0.7255850099300578,0.2452504317789292,0.0492542490461325,0.08203350664355863,0.6987306795613505,0.23834196891191708,0.09573361082206035,0.1365998515219005,0.6489076936361281,0.2446027633851468,0.19649670482136664,0.2179265243316022,0.6011570676107417,0.2501439263097294,0.30142212972597987,0.273399402233758,0.4936102236421725,0.2425524566099646,0.4871661463753035,0.32386003343517616,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'min_samples_split': 5}",0.4901946392961587,0.7457473447888784,0.23376623376623376,0.009365244536940686,0.018009004502251125,0.7427251532682843,0.2915766738660907,0.023413111342351717,0.04334564135495264,0.725498661600898,0.24438687392055267,0.04908081859174471,0.08174465626805315,0.7015801744236249,0.25259067357512954,0.10145681581685743,0.14476614699331847,0.6521889301442018,0.25280656303972365,0.20308706208810268,0.2252356222350452,0.5950263362403937,0.2399251583189407,0.28910856746444674,0.26223061192386343,0.4997409550125205,0.24868318798031258,0.4994797086368366,0.33204588689686976,1
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'min_samples_split': 10}",0.5030999946004866,0.7462654347638373,0.2597402597402597,0.01040582726326743,0.02001000500250125,0.7420343666350057,0.27429805615550756,0.022025667707249393,0.04077701075614063,0.7245488299801399,0.23488773747841105,0.047173083593479014,0.07856730213749277,0.6983852862447112,0.23661485319516407,0.09503988900450919,0.13560999752536498,0.6489076936361281,0.2446027633851468,0.19649670482136664,0.2179265243316022,0.6007253259649425,0.24942429476108233,0.3005549774540409,0.27261286770489224,0.4991365167084017,0.24807874967619375,0.4982656954561221,0.33123883092177325,1
